Date,Open,High,Low,Close,Volume,Return,Label
2007/2/26,40.86,41.2,40.4,40.8799,4036390,0.24%,-1
2007/2/27,40.19,40.54,38.78,38.83,8850323,-5.01%,0
2007/2/28,38.91,39.58,38.08,39.14,7687481,0.80%,0
2007/3/1,39.32,39.32,38.05,38.85,9255868,-0.74%,1
2007/3/2,38.32,38.87,37.69,37.69,7787845,-2.99%,1
2007/3/5,37.15,38.32,37.04,37.05,9536727,-1.70%,1
2007/3/6,37.69,38.66,37.41,38.58,12801970,4.13%,0
2007/3/7,38.68,39.32,38.28,38.36,8644609,-0.57%,0
2007/3/8,38.77,39.22,37.98,38.1,7618834,-0.68%,0
2007/3/9,38.48,38.89,38,38.84,6187070,1.94%,0
2007/3/12,38.64,39.05,38.38,38.81,4879546,-0.08%,1
2007/3/13,38.3,38.88,37.69,37.82,5202216,-2.55%,0
2007/3/14,37.76,38.22,37.26,38.08,8589985,0.69%,0
2007/3/15,38.1,38.29,37.55,37.78,7264496,-0.79%,0
2007/3/16,37.72,38.08,37.52,37.85,6860562,0.19%,0
2007/3/19,38,38.54,38,38.45,4226510,1.59%,0
2007/3/20,38.53,38.69,38.23,38.58,3801101,0.34%,1
2007/3/21,38.55,39.8,38.31,39.8,4996159,3.16%,0
2007/3/22,39.48,39.72,38.91,39.49,5330290,-0.78%,0
2007/3/23,39.56,39.6,38.98,38.98,2941478,-1.29%,0
2007/3/26,38.98,39.05,38.43,39.01,3520580,0.08%,0
2007/3/27,38.82,39.42,38.76,39.37,3991855,0.92%,0
2007/3/28,39.09,39.51,38.74,39.34,6226418,-0.08%,0
2007/3/29,39.65,39.92,39.3,39.81,6404333,1.19%,0
2007/3/30,39.75,40.24,39.42,39.79,5996715,-0.05%,0
2007/4/2,39.85,40.47,39.55,40.42,7088846,1.58%,0
2007/4/3,40.42,41.38,40.4,41.19,5965531,1.90%,0
2007/4/4,41.22,41.55,40.92,41.53,4064630,0.83%,0
2007/4/5,41.57,41.76,41.44,41.68,3288346,0.36%,0
2007/4/9,41.72,42.14,41.61,41.66,4182572,-0.05%,0
2007/4/10,41.57,41.96,41.46,41.86,3421724,0.48%,0
2007/4/11,41.73,41.87,41.24,41.68,5078331,-0.43%,0
2007/4/12,41.73,42.37,41.4,42.27,4754485,1.42%,0
2007/4/13,42.19,42.5,41.93,42.41,3601925,0.33%,1
2007/4/16,43.77,45.3,43.67,45.2,13439310,6.58%,0
2007/4/17,45.28,45.32,44.75,45.07,7395490,-0.29%,0
2007/4/18,44.8,45.15,44.63,44.99,4990698,-0.18%,0
2007/4/19,44.61,45.15,44.41,44.64,4809910,-0.78%,0
2007/4/20,45.09,45.17,44.52,44.95,5995788,0.69%,0
2007/4/23,44.27,44.81,44.16,44.77,7088504,-0.40%,0
2007/4/24,44.75,45,44.43,44.75,19135640,-0.04%,1
2007/4/25,53.12,57.18,52.95,56.81,104307000,26.95%,1
2007/4/26,56.5,63.04,56.07,62.781,62172520,10.51%,0
2007/4/27,61.24,63.84,60.62,62.601,50728710,-0.29%,1
2007/4/30,61.91,62.44,61.18,61.33,23976480,-2.03%,0
2007/5/1,61.12,62.04,60.28,61.185,18515550,-0.24%,0
2007/5/2,61.68,62.25,60.9,61.18,14426250,-0.01%,0
2007/5/3,61.08,62.54,60.76,62.19,13473980,1.65%,0
2007/5/4,62.39,63.75,62.35,63.23,14299140,1.67%,-1
2007/5/7,62.43,63.23,60.71,60.82,14807880,-3.81%,0
2007/5/8,60.54,61.84,59.7,61.83,13550730,1.66%,0
2007/5/9,62,62.95,61.3,62.85,8871017,1.65%,-1
2007/5/10,62.44,62.65,60.85,60.92,10047710,-3.07%,0
2007/5/11,60.96,61.6,60.56,61.56,8002060,1.05%,0
2007/5/14,61.68,61.74,60.6,61.7,7759396,0.23%,1
2007/5/15,61.4,61.97,60.52,60.58,8701578,-1.82%,1
2007/5/16,61.02,63.34,60.1,63.22,14485320,4.36%,1
2007/5/17,62.88,63.52,62.02,62.17,11870890,-1.66%,0
2007/5/18,62.48,63.3,62.28,63.3,9786905,1.82%,1
2007/5/21,63.58,68.68,63.3,68.3,36468960,7.90%,0
2007/5/22,68.48,69.07,67.21,68.88,17211140,0.85%,0
2007/5/23,69.21,73.31,68.79,69,42576090,0.17%,0
2007/5/24,69.04,70.42,67.71,69.35,23822530,0.51%,0
2007/5/25,69.69,69.7,68.25,68.55,9987161,-1.15%,0
2007/5/29,68.43,69.78,67.72,69.63,11726500,1.58%,0
2007/5/30,69.06,70.08,68.861,69.86,10575920,0.33%,0
2007/5/31,70.68,70.74,68.57,69.14,9310134,-1.03%,0
2007/6/1,68.9,69.3,68.35,68.58,7002168,-0.81%,0
2007/6/4,68.25,70.65,67.65,70.42,11379960,2.68%,1
2007/6/5,71.1,74.24,70.86,73.65,30439000,4.59%,1
2007/6/6,73.14,73.75,71.86,72.29,15590650,-1.85%,0
2007/6/7,72.57,74.72,70.88,72.0399,24145650,-0.35%,0
2007/6/8,72.47,73.24,71.05,73.24,10162650,1.67%,1
2007/6/11,73,73.05,71,71.17,11165760,-2.83%,1
2007/6/12,70.44,70.76,69.42,70.07,11828270,-1.55%,0
2007/6/13,70.9,71.89,69.25,70.888,11917810,1.17%,0
2007/6/14,70.9,72.12,70.8,71.94,8243171,1.48%,0
2007/6/15,72.85,72.87,71.19,72.4,9830536,0.64%,0
2007/6/18,72.34,72.64,71.4,71.83,7814447,-0.79%,1
2007/6/19,71.55,71.66,69.68,69.81,11870940,-2.81%,0
2007/6/20,70.25,70.5,69.05,69.1,9140780,-1.02%,0
2007/6/21,69.16,69.77,68.66,69.67,7606848,0.82%,0
2007/6/22,69.55,69.88,68.42,68.86,8380040,-1.16%,0
2007/6/25,69.35,69.63,68.3,68.66,7593479,-0.29%,1
2007/6/26,68.53,68.63,67.38,67.48,11161960,-1.72%,0
2007/6/27,66.96,68.21,66.71,68.14,8242862,0.98%,0
2007/6/28,68.46,70.23,68.15,68.89,9782117,1.10%,0
2007/6/29,69.03,69.19,68.15,68.41,5316518,-0.70%,0
2007/7/2,68.81,69.71,68.2,69.61,4876012,1.75%,0
2007/7/3,70.04,70.05,69.02,69.45,2220953,-0.23%,0
2007/7/5,69.36,69.65,68.06,68.73,4482118,-1.04%,0
2007/7/6,68.75,69.3,68.01,68.97,4614331,0.35%,1
2007/7/9,69.38,72.35,69.02,72.0699,14768460,4.49%,1
2007/7/10,71.65,71.94,70.07,70.28,8821737,-2.48%,0
2007/7/11,70.58,71.65,70.15,70.73,6578254,0.64%,0
2007/7/12,71.31,73.57,70.73,72.79,11451150,2.91%,1
2007/7/13,73.08,75.35,72.97,75.1,12491670,3.17%,1
2007/7/16,74.73,74.84,73,73.69,8293791,-1.88%,0
2007/7/17,74.39,74.52,73.59,73.79,6075963,0.14%,0
2007/7/18,73.27,73.49,72.25,73.32,6289046,-0.64%,0
2007/7/19,74.24,74.32,73.12,73.35,5272439,0.04%,1
2007/7/20,72.62,72.96,70.5,71.63,9123748,-2.34%,0
2007/7/23,71.78,72.67,70.85,71.74,9258756,0.15%,-1
2007/7/24,71.04,72.16,68.85,69.25,24093220,-3.47%,1
2007/7/25,84.66,88.8,83.65,86.1799,60442210,24.45%,1
2007/7/26,85.02,89,83.43,84.01,23257520,-2.52%,0
2007/7/27,84.27,85.33,82.48,84.0399,13789940,0.04%,1
2007/7/30,83,84.05,81.51,82.7,12877080,-1.59%,-1
2007/7/31,83.7,83.73,78,78.54,14104320,-5.03%,1
2007/8/1,78.1,78.15,75.06,77.31,16903300,-1.57%,1
2007/8/2,77.86,79.76,76.12,79.71,10324910,3.10%,-1
2007/8/3,79.54,80.75,76.71,76.7999,7982311,-3.65%,0
2007/8/6,77.06,79,76.6,79,8961213,2.86%,0
2007/8/7,78.55,80,77.89,79.14,8056255,0.18%,1
2007/8/8,79.77,79.88,76.56,77.78,8217653,-1.72%,-1
2007/8/9,76.4,77.26,74.11,74.11,8285856,-4.72%,0
2007/8/10,73.15,76.5,72.37,74.7801,9057432,0.90%,0
2007/8/13,76.09,76.32,74.7,74.87,6066735,0.12%,1
2007/8/14,74.79,74.79,72.92,73.45,5928026,-1.90%,0
2007/8/15,73.02,75.15,72.26,72.38,6375540,-1.46%,0
2007/8/16,72,73.24,70.05,72.79,10761340,0.57%,1
2007/8/17,74.49,75.04,73.11,75.02,7240910,3.06%,0
2007/8/20,74.98,75.28,73.8001,74.7,5915782,-0.43%,1
2007/8/21,74.21,77.83,74.09,77.49,8426738,3.73%,0
2007/8/22,78.24,79.49,77.84,78.5,6763344,1.30%,1
2007/8/23,78.94,79,76.51,77.3,5664048,-1.53%,0
2007/8/24,76.8,79.4,76.69,79.25,5663979,2.52%,0
2007/8/27,80.56,80.8,78.42,78.65,6949850,-0.76%,-1
2007/8/28,77.86,78.65,76.08,76.22,5763641,-3.09%,1
2007/8/29,76.96,79.05,76.86,79.05,5076403,3.71%,0
2007/8/30,78.4,80.11,78.3,78.68,4623934,-0.47%,0
2007/8/31,80,80.53,79.7,79.91,6157770,1.56%,1
2007/9/4,79.9,83.53,79.73,82.7,8217393,3.49%,0
2007/9/5,82.24,84.89,82.22,83.75,9062196,1.27%,0
2007/9/6,84.5,86.46,82.85,86.21,8808198,2.94%,1
2007/9/7,84.7,84.97,83.21,84.52,8230748,-1.96%,0
2007/9/10,84.93,85.16,82.51,83.34,5366094,-1.40%,1
2007/9/11,84.17,86.61,83.53,86.28,6859723,3.53%,0
2007/9/12,86.07,88.89,85.97,87.3,8908261,1.18%,0
2007/9/13,87.95,88.07,86.5,87.26,5983462,-0.05%,0
2007/9/14,86.41,88.09,86.31,87.77,3952257,0.58%,0
2007/9/17,86.98,87.34,85.98,86.91,4484450,-0.98%,0
2007/9/18,87.38,91.6,86.71,88.75,8902602,2.12%,0
2007/9/19,89.52,89.82,88.26,89,6458295,0.28%,0
2007/9/20,88.9,90.416,88.82,89.65,5780785,0.73%,0
2007/9/21,90.29,91.9,89.65,91.3,6524311,1.84%,0
2007/9/24,91.3,93.75,90.81,92.59,5317541,1.41%,0
2007/9/25,91.99,93.5,90.95,93.4799,5798152,0.96%,0
2007/9/26,94.04,94.26,92.29,93.43,5637481,-0.05%,0
2007/9/27,94.07,94.11,93.1051,93.38,2792361,-0.05%,0
2007/9/28,92.77,93.6,91.7,93.15,4812373,-0.25%,0
2007/10/1,93.42,94.1,92.83,93.41,5288776,0.28%,0
2007/10/2,93.865,93.9,91.4,92.36,4865950,-1.12%,0
2007/10/3,92.19,92.8,91.78,92.455,5051687,0.10%,0
2007/10/4,92.55,92.57,91.45,92.26,3318298,-0.21%,0
2007/10/5,93.55,93.71,92.34,93.43,5521852,1.27%,0
2007/10/8,94.22,95.85,94,95.85,7415414,2.59%,0
2007/10/9,96.59,96.73,94.75,95.3237,7142448,-0.55%,0
2007/10/10,95.5,95.7483,94.37,94.66,5565655,-0.70%,-1
2007/10/11,95.33,95.74,88.13,89.34,9798862,-5.62%,1
2007/10/12,89.42,92.39,88.9187,92.37,8359747,3.39%,1
2007/10/15,91.8,92.12,90.1,90.53,5608792,-1.99%,0
2007/10/16,88.69,90.05,88.5,89.53,8465367,-1.10%,0
2007/10/17,91.9,91.9,89.06,90.55,7655382,1.14%,0
2007/10/18,89.37,90.43,89.15,89.85,5285081,-0.77%,0
2007/10/19,89.93,90.65,89.32,89.76,9125486,-0.10%,0
2007/10/22,89.25,91.69,89.02,91.29,9843138,1.70%,1
2007/10/23,95.28,101.09,94.21,100.82,40111970,10.44%,-1
2007/10/24,90.87,90.88,83.27,88.73,41586000,-11.99%,0
2007/10/25,88.23,89.5,86.32,88.21,11624340,-0.59%,0
2007/10/26,89,90.88,87.7,90,8826167,2.03%,0
2007/10/29,90.41,91.47,89.48,90.1,7059599,0.11%,1
2007/10/30,89.67,90.65,88.05,88.24,5404936,-2.06%,0
2007/10/31,88.05,89.6,87,89.15,7044648,1.03%,1
2007/11/1,87.75,89.58,86.5,87.65,8244335,-1.68%,1
2007/11/2,87.97,88.12,83.5,85.98,10230220,-1.91%,1
2007/11/5,84.35,86.02,82.76,84.37,7452843,-1.87%,1
2007/11/6,84.61,87.5,84.37,87.27,7933304,3.44%,0
2007/11/7,86.41,89.16,86.16,87.0438,8387100,-0.26%,-1
2007/11/8,86.8,86.96,81.4,83.58,11802830,-3.98%,-1
2007/11/9,82.42,82.42,78.84,78.89,11619820,-5.61%,1
2007/11/12,78.26,80.09,76.5,77,9396839,-2.40%,1
2007/11/13,77.91,80.05,77.8,79.86,9494565,3.71%,1
2007/11/14,80.4,81.15,78.15,78.51,8232695,-1.69%,0
2007/11/15,79.43,79.73,76.7,77.85,7817223,-0.84%,0
2007/11/16,77.01,78.99,76.63,78.6,7113810,0.96%,0
2007/11/19,78.83,79.75,77.94,79.18,8408151,0.74%,0
2007/11/20,79.86,82,78.31,80.39,10756140,1.53%,0
2007/11/21,79.24,80.86,78.65,79.76,6678931,-0.78%,0
2007/11/23,80.11,81.45,78.98,81.43,2781028,2.09%,0
2007/11/26,82.3,84.49,81.14,81.3035,8594643,-0.16%,1
2007/11/27,82.92,85.65,82.21,85.59,8627846,5.27%,1
2007/11/28,87.55,90.57,86.75,90.3,11369290,5.50%,0
2007/11/29,89.89,91.47,88.68,89.15,6975411,-1.27%,0
2007/11/30,90.56,91.08,88.3148,90.56,6880073,1.58%,0
2007/12/3,90.03,92.25,89.77,90.91,5978005,0.39%,1
2007/12/4,90.04,94.56,90.04,94.41,7334471,3.85%,0
2007/12/5,94.99,94.99,91.98,93.19,6604584,-1.29%,0
2007/12/6,93.28,95,92.83,94.21,5471813,1.09%,0
2007/12/7,94.56,94.68,92.91,94.31,3922133,0.11%,0
2007/12/10,94.31,94.35,92.3,93.02,5179300,-1.37%,1
2007/12/11,93.1,95.94,90.75,90.75,10262240,-2.44%,0
2007/12/12,92.84,93.75,89.32,91.28,7228093,0.58%,0
2007/12/13,91.05,93,90.63,92.4,6146215,1.23%,-1
2007/12/14,90.77,91.24,88.93,89.08,6001611,-3.59%,-1
2007/12/17,89.01,89.06,84.99,85.09,7656642,-4.48%,0
2007/12/18,85.83,87.46,83.86,86.89,7264099,2.12%,0
2007/12/19,86.94,89.95,86.83,89.38,7613338,2.87%,0
2007/12/20,90.14,90.75,89.09,90.58,5877202,1.34%,0
2007/12/21,91.47,92.28,90.39,91.26,6604842,0.75%,0
2007/12/24,91.05,91.56,90.3,91.01,2017070,-0.27%,0
2007/12/26,91.48,93.94,90.5,92.85,5428468,2.02%,0
2007/12/27,92.67,95.29,92.5,94.25,7113607,1.51%,0
2007/12/28,95.27,95.9,92.1,94.45,7522018,0.21%,1
2007/12/31,93.81,94.37,92.45,92.64,5730299,-1.92%,1
2008/1/2,95.35,97.43,94.7,96.25,13856340,3.90%,0
2008/1/3,96.06,97.25,94.52,95.21,9121567,-1.08%,-1
2008/1/4,93.26,93.4,88.5,88.79,10269280,-6.74%,0
2008/1/7,88.62,90.57,85.47,88.82,9978538,0.03%,0
2008/1/8,87.55,91.83,86.93,87.88,12266040,-1.06%,-1
2008/1/9,87.56,87.8,80.24,85.22,16375630,-3.03%,0
2008/1/10,83.98,85.97,82.97,84.26,11469520,-1.13%,-1
2008/1/11,84.03,84.03,80.29,81.08,10623680,-3.77%,0
2008/1/14,82.18,83.32,78.87,82.87,9055048,2.21%,-1
2008/1/15,80.485,81.01,78.51,80.24,9628957,-3.17%,0
2008/1/16,79.58,82.36,78.44,80.35,12406200,0.14%,0
2008/1/17,80.16,82.25,79.54,80.12,9873176,-0.29%,0
2008/1/18,79.93,82.31,78.04,79.76,13266410,-0.45%,1
2008/1/22,73.58,79.72,72.22,78.48,12825920,-1.60%,-1
2008/1/23,75.6,76.8,69.95,73.97,20376640,-5.75%,1
2008/1/24,74.53,77.88,74.19,77.67,9880218,5.00%,0
2008/1/25,78.69,81.43,76.33,77.6,10009700,-0.09%,1
2008/1/28,76.91,77.4,74.34,75.82,8450484,-2.29%,1
2008/1/29,75.77,75.9,72.06,73.95,9957356,-2.47%,0
2008/1/30,73.54,77.42,73.25,74.21,22758400,0.35%,1
2008/1/31,68.91,78.87,68.84,77.7,42859310,4.70%,-1
2008/2/1,79.02,79.4,73.37,74.63,16358630,-3.95%,0
2008/2/4,74.5,76.66,73.9,73.95,9155152,-0.91%,1
2008/2/5,72.8,74.21,72,72.09,9633783,-2.52%,-1
2008/2/6,72.3,72.4299,68.17,68.49,12396270,-4.99%,1
2008/2/7,67.37,72.71,67.22,70.91,14501240,3.53%,1
2008/2/8,73.4,74.6,72.52,73.5,11699380,3.65%,0
2008/2/11,73.14,75.96,72.77,75.19,7762657,2.30%,0
2008/2/12,75.43,77.05,73.79,74.45,9408412,-0.98%,1
2008/2/13,74.99,78.85,73.27,77.73,11062700,4.41%,1
2008/2/14,77.73,77.88,75.18,75.8,7492025,-2.48%,-1
2008/2/15,75,75.19,71.94,72.96,11085890,-3.75%,0
2008/2/19,73.54,74,71.55,72.08,7109109,-1.21%,0
2008/2/20,71.9,73.88,71.1,73.64,6450626,2.16%,-1
2008/2/21,73.94,74.21,69.37,69.9,12928490,-5.08%,1
2008/2/22,70.54,72.21,69.86,72.08,12342450,3.12%,0
2008/2/25,72.35,73.5,71.41,73.27,7858163,1.65%,1
2008/2/26,71.91,73.5,70.28,71.69,9657461,-2.16%,0
2008/2/27,70.68,71.48,69.57,70.87,8926077,-1.14%,-1
2008/2/28,70.3,70.6,67.11,67.85,13165620,-4.26%,-1
2008/2/29,67.01,67.5,63.97,64.47,11662760,-4.98%,-1
2008/3/3,63.59,64.49,61.2,62.43,13720170,-3.16%,1
2008/3/4,61.67,66.6,61.23,65.34,16703000,4.66%,0
2008/3/5,65.66,66.34,63.82,64.9901,11126330,-0.54%,-1
2008/3/6,64.75,65.46,62.5,62.74,8341218,-3.46%,0
2008/3/7,62.2,64.87,62.01,64.09,10435420,2.15%,0
2008/3/10,63.9,65.15,62.91,63.47,9319619,-0.97%,1
2008/3/11,65.95,67.17,63.71,67.15,9742665,5.80%,0
2008/3/12,66.77,68.23,65.64,66.51,7747666,-0.95%,0
2008/3/13,65.11,69.55,64.366,68.32,10706800,2.72%,0
2008/3/14,68.61,70.68,66.06,68.22,12418900,-0.15%,1
2008/3/17,65.72,67.79,64.92,66.53,9693973,-2.48%,1
2008/3/18,68.25,71.928,67.59,71.7,9550477,7.77%,1
2008/3/19,71.1,74,70.17,70.17,10987380,-2.13%,1
2008/3/20,70.17,73.49,69.38,73.19,11407410,4.30%,1
2008/3/24,73.82,76.93,72.75,75.95,9393197,3.77%,0
2008/3/25,75.83,76.2899,74.05,75.17,6327368,-1.03%,1
2008/3/26,74.14,75.12,73.24,73.8,6072650,-1.82%,-1
2008/3/27,74.37,74.69,70.7983,70.8,7941777,-4.07%,0
2008/3/28,71,72.21,69.26,69.76,5278236,-1.47%,0
2008/3/31,70.25,71.64,69.63,71.3,5469682,2.21%,1
2008/4/1,72.99,77.09,72.76,76.7,9732307,7.57%,0
2008/4/2,77.08,79,76.12,77.37,8591887,0.87%,-1
2008/4/3,75.15,76.01,73.81,74.94,8149827,-3.14%,0
2008/4/4,75.26,77.83,74.28,76.87,7096186,2.58%,0
2008/4/7,77.36,78.43,76,76.9,6671288,0.04%,0
2008/4/8,76.4,77.61,75.5,77.3,4948766,0.52%,-1
2008/4/9,76.56,76.67,73.66,74.39,6659937,-3.76%,0
2008/4/10,74.48,75.49,72.73,74.83,6255478,0.59%,-1
2008/4/11,73.84,74.3,71.62,71.99,6732015,-3.80%,0
2008/4/14,71.7,74,71.29,72.61,4354355,0.86%,0
2008/4/15,72.97,73.98,70.65,72.5,6811901,-0.15%,0
2008/4/16,73.02,75,72.94,74.59,6744868,2.88%,0
2008/4/17,74.18,75.02,73.61,74.04,6215206,-0.74%,1
2008/4/18,76.48,82,76.32,80.1,16789720,8.18%,0
2008/4/21,80.03,81.34,79.06,80.18,9334898,0.10%,0
2008/4/22,79.94,79.94,77.54,79.6,7243771,-0.72%,0
2008/4/23,80.3,82.64,78.74,81,19068950,1.76%,-1
2008/4/24,77.71,80.53,76.93,77.69,21072760,-4.09%,1
2008/4/25,77.81,81.32,77.26,80.86,9454568,4.08%,0
2008/4/28,80.64,82.5,80.12,81.97,10954600,1.37%,0
2008/4/29,81.42,81.77,79.86,80.74,6726026,-1.50%,1
2008/4/30,80.9,81.34,77.92,78.63,7875193,-2.61%,0
2008/5/1,78.4,80.01,77.97,79.36,7196991,0.93%,1
2008/5/2,80.3,81.2,76.4,77.31,8154836,-2.58%,1
2008/5/5,77.27,77.77,75.87,75.92,5631167,-1.80%,0
2008/5/6,75.51,76.77,75.05,75.71,6491646,-0.28%,-1
2008/5/7,75.26,76.64,73.09,73.18,8376371,-3.34%,0
2008/5/8,73.73,74.16,71.56,72.79,8114995,-0.53%,0
2008/5/9,72.2,73.34,71.66,72.41,4243262,-0.52%,0
2008/5/12,73,74.93,71.78,74.53,7215385,2.93%,0
2008/5/13,74.57,74.96,73.31,74.56,5020802,0.04%,0
2008/5/14,74.92,75.75,73.98,74.2,4589104,-0.48%,0
2008/5/15,73.89,76.32,73.55,76.12,6917452,2.59%,0
2008/5/16,76.42,76.83,74.86,76.46,6206377,0.45%,1
2008/5/19,79.01,84.75,78.86,82.29,18683790,7.62%,1
2008/5/20,82.17,82.7,80.03,80.72,7909249,-1.91%,1
2008/5/21,80.37,81.15,77.5,78.3,7070423,-3.00%,0
2008/5/22,78.68,79.69,78,79.26,5390148,1.23%,0
2008/5/23,78.55,78.87,77.43,78.35,6331846,-1.15%,0
2008/5/27,78.26,80.9,77.97,80.62,10108180,2.90%,0
2008/5/28,80.73,80.79,78.99,80.08,6700586,-0.67%,0
2008/5/29,80.61,81.96,80.17,80.35,6857593,0.34%,0
2008/5/30,80.58,81.77,80.3,81.62,5255158,1.58%,1
2008/6/2,81.15,81.57,80.05,80.23,6215132,-1.70%,0
2008/6/3,80.71,81.89,79.26,80.11,5869949,-0.15%,0
2008/6/4,80.11,81.82,79.72,81.5,6458299,1.74%,1
2008/6/5,82.11,84.88,81.8,84.51,8937416,3.69%,-1
2008/6/6,83.24,83.64,80.56,80.63,7843647,-4.59%,0
2008/6/9,81.19,81.53,78.12,79.43,6537218,-1.49%,0
2008/6/10,78.2,81.04,78.2,79.62,6065551,0.24%,1
2008/6/11,79.35,80,77.03,77.28,5874386,-2.94%,0
2008/6/12,78.02,79.05,75.01,76.15,6200074,-1.46%,1
2008/6/13,76.7,80,76.7,79.17,5974415,3.97%,1
2008/6/16,78.42,82.53,78.41,81.7,5753910,3.20%,0
2008/6/17,83.15,84.3,82.8,82.97,8801835,1.55%,0
2008/6/18,82,83.17,81.32,82.52,6846552,-0.54%,0
2008/6/19,82.21,84.47,81.5,84.26,6717297,2.11%,-1
2008/6/20,83.1,83.46,80.51,81.1,6588778,-3.75%,0
2008/6/23,81.3,82.15,79.55,80.68,7425269,-0.52%,0
2008/6/24,79.55,80.79,77.63,79.64,7140024,-1.29%,0
2008/6/25,80.45,82.15,79.52,80.51,7392964,1.09%,-1
2008/6/26,79.1,79.89,76,76.3,11309580,-5.23%,1
2008/6/27,75.59,76.07,72.62,74.66,11755300,-2.15%,1
2008/6/30,75.03,76.12,73.21,73.33,7093748,-1.78%,0
2008/7/1,72.24,74.23,70.52,73.62,10275050,0.40%,1
2008/7/2,74.16,74.41,71.38,71.44,7043956,-2.96%,0
2008/7/3,72.51,73.84,70.52,72,4248152,0.78%,0
2008/7/7,72.37,74.4,70.76,72.49,7355489,0.68%,1
2008/7/8,72.38,75.49,71.75,75.04,7915971,3.52%,-1
2008/7/9,74.56,74.9,70.48,70.61,6907354,-5.90%,0
2008/7/10,70.7,71.77,67.99,70.63,9933065,0.03%,1
2008/7/11,69.4,69.99,66.74,68.54,7929918,-2.96%,-1
2008/7/14,69.31,69.5,65.59,66.28,9021109,-3.30%,0
2008/7/15,65.87,68.62,62.99,67.03,11341730,1.13%,1
2008/7/16,66.94,72.75,66.84,71.84,12035550,7.18%,0
2008/7/17,71.2,72.38,67.7368,72.11,9593060,0.38%,-1
2008/7/18,69.94,70.84,68.4,69.12,8297959,-4.15%,0
2008/7/21,69.52,69.8,66.3,68.48,6892845,-0.93%,0
2008/7/22,67.09,69.14,65.88,67.97,8794896,-0.74%,1
2008/7/23,67.4646,72.07,67.4646,70.54,16450180,3.78%,1
2008/7/24,76.3,82.38,76.29,78.72,30995300,11.60%,0
2008/7/25,79.63,80.939,78.12,78.31,9087720,-0.52%,1
2008/7/28,77.09,78.31,74.86,75.98,10479370,-2.98%,0
2008/7/29,76.49,78.8,76.16,78.21,6768410,2.93%,0
2008/7/30,78.36,79.85,76.42,78.21,7565917,0.00%,1
2008/7/31,76.75,78.17,76.1,76.34,5299265,-2.39%,0
2008/8/1,76.36,76.49,74.05,75.75,4774281,-0.77%,0
2008/8/4,75.99,77.3,75.01,75.71,4484392,-0.05%,1
2008/8/5,76.92,79.52,76.52,79.11,7794387,4.49%,0
2008/8/6,78.55,78.63,76.73,78.09,6405463,-1.29%,0
2008/8/7,77.01,78.05,76,76.95,5444559,-1.46%,1
2008/8/8,76.78,81.21,76.29,80.51,9162520,4.63%,1
2008/8/11,80.18,91.75,79.78,88.09,25067070,9.41%,0
2008/8/12,87.32,88.48,86.1,87.25,8026464,-0.95%,0
2008/8/13,86.28,88.25,84.54,86.69,7208444,-0.64%,0
2008/8/14,85.71,88.75,85.22,88.03,6900590,1.55%,1
2008/8/15,88.28,89.53,86.26,86.4,6869663,-1.85%,-1
2008/8/18,86.09,86.28,83.04,83.11,6547311,-3.81%,1
2008/8/19,83.09,83.51,81.06,81.29,6630075,-2.19%,0
2008/8/20,82,83.25,81.2,82.13,5950584,1.03%,0
2008/8/21,81.41,83.77,80.98,83.26,6157433,1.38%,0
2008/8/22,84.27,85.46,83.93,85.26,4676583,2.40%,1
2008/8/25,84.63,84.64,82.45,82.85,4356360,-2.83%,0
2008/8/26,82.74,83.12,81.25,81.76,4371690,-1.32%,0
2008/8/27,81.44,82.74,81,81.73,5626495,-0.04%,0
2008/8/28,82.21,83.65,81.8,83.42,7833971,2.07%,-1
2008/8/29,82.9,82.9,80.5,80.81,4728231,-3.13%,0
2008/9/2,83.16,84.5,81.21,81.41,6000230,0.74%,0
2008/9/3,81.4,82,80.02,80.77,5741369,-0.79%,-1
2008/9/4,80.6,80.81,78.02,78.03,8316368,-3.39%,0
2008/9/5,77.34,80.72,77.08,79.19,8068981,1.49%,0
2008/9/8,82.25,83.75,78.85,81.16,9490558,2.49%,1
2008/9/9,80.76,81.96,78.9879,79.04,5821565,-2.61%,1
2008/9/10,80.013,80.22,76.15,76.74,9444535,-2.91%,1
2008/9/11,75.27,79.8,75.1,79.51,7807302,3.61%,1
2008/9/12,78.81,79.6,76.62,78.3,6479318,-1.52%,0
2008/9/15,76.86,79.88,76.3,77.34,8980473,-1.23%,0
2008/9/16,76.8,79.63,76.67,78.73,13090270,1.80%,-1
2008/9/17,77.68,78.24,71.24,71.54,13161430,-9.13%,1
2008/9/18,73.08,77.5,70.08,76.5,12396680,6.93%,1
2008/9/19,80.12,86.77,76.5,81,14771940,5.88%,-1
2008/9/22,81.13,81.63,74.32,74.93,7035595,-7.49%,-1
2008/9/23,75.79,76.29,70.77,71.76,8592269,-4.23%,1
2008/9/24,72.3,73.65,68.94,69.96,9371270,-2.51%,1
2008/9/25,70.66,72.75,70.01,72.08,6070032,3.03%,1
2008/9/26,69.52,71.05,68.08,70.7,6746226,-1.91%,-1
2008/9/29,68.41,69.37,61.32,63.35,12003810,-10.40%,1
2008/9/30,65.84,73.12,65.32,72.76,13048620,14.85%,-1
2008/10/1,71.78,71.99,68.41,69.58,9618387,-4.37%,-1
